Article Content,Category
"
27.
30. ""Electric personal assistive mobility device"" means a self-balancing device with one wheel or two nontandem wheels and an electric propulsion system that limits the maximum speed of the device to fifteen miles per hour or less and that is designed to transport only one person.",Bill Resource
"
28.
31. ""Electric standup scooter"":",Bill Resource
(a) Means a device that:,Bill Resource
(i) Weighs less than seventy-five pounds.,Bill Resource
(ii) Has two or three wheels.,Bill Resource
(iii) Has handlebars.,Bill Resource
(iv) Has a floorboard on which a person may stand while riding.,Bill Resource
"(v) Is powered by an electric motor or human power, or both.",Bill Resource
"(vi) Has a maximum speed that does not exceed twenty miles per hour, with or without human propulsion, on a paved level surface.",Bill Resource
(b) Does not include an electric miniature scooter.,Bill Resource
"
29.
32. ""Evidence"" includes both of the following:",Bill Resource
"(a) A display on a wireless communication device of a department-generated driver license, nonoperating identification license, vehicle registration card or other official record of the department that is presented to a law enforcement officer or in a court or an administrative proceeding.",Bill Resource
(b) An electronic or digital license plate authorized pursuant to section 28-364.,Bill Resource
"
30.
33. ""Farm"" means any lands primarily used for agriculture production.",Bill Resource
"
31.
34. ""Farm tractor"" means a motor vehicle designed and used primarily as a farm implement for drawing implements of husbandry.",Bill Resource
"
32.
35. ""Foreign vehicle"" means a motor vehicle, trailer or semitrailer that is brought into this state other than in the ordinary course of business by or through a manufacturer or dealer and that has not been registered in this state.",Bill Resource
"
36. ""FULLY AUTONOMOUS VEHICLE"" MEANS AN AUTONOMOUS VEHICLE THAT IS EQUIPPED WITH AN AUTOMATED DRIVING SYSTEM DESIGNED TO FUNCTION AS A LEVEL FOUR OR FIVE SYSTEM UNDER SAE J3016 AND THAT MAY BE DESIGNED TO FUNCTION EITHER:
",Bill Resource
"
(A) SOLELY BY USE OF THE AUTOMATED DRIVING SYSTEM.
",Bill Resource
"
(B) BY A HUMAN DRIVER WHEN THE AUTOMATED DRIVING SYSTEM IS NOT ENGAGED.
",Bill Resource
"
33.
37. ""Golf cart"" means a motor vehicle that has not less than three wheels in contact with the ground, that has an unladen weight of less than one thousand eight hundred pounds, that is designed to be and is operated at not more than twenty-five miles per hour and that is designed to carry not more than four persons including the driver.",Bill Resource
"
34.
38. ""Hazardous material"" means a material, and its mixtures or solutions, that the United States department of transportation determines under 49 Code of Federal Regulations is, or any quantity of a material listed as a select agent or toxin under 42 Code of Federal Regulations part 73 that is, capable of posing an unreasonable risk to health, safety and property if transported in commerce and that is required to be placarded or marked as required by the department's safety rules prescribed pursuant to chapter 14 of this title.",Bill Resource
"
39. ""HUMAN DRIVER"" MEANS A NATURAL PERSON IN THE VEHICLE WHO PERFORMS IN REAL TIME ALL OR PART OF THE DYNAMIC DRIVING TASK OR ACHIEVES A MINIMAL RISK CONDITION FOR THE VEHICLE.
",Bill Resource
"
35.
40. ""Implement of husbandry"" means a vehicle that is designed primarily for agricultural purposes and that is used exclusively in the conduct of agricultural operations, including an implement or vehicle whether self-propelled or otherwise that meets both of the following conditions:",Bill Resource
"(a) Is used solely for agricultural purposes including the preparation or harvesting of cotton, alfalfa, grains and other farm crops.",Bill Resource
"(b) Is only incidentally operated or moved on a highway whether as a trailer or self-propelled unit. For the purposes of this subdivision, ""incidentally operated or moved on a highway"" means travel between a farm and another part of the same farm, from one farm to another farm or between a farm and a place of repair, supply or storage.",Bill Resource
"
36.
41. ""Limousine"" means a motor vehicle providing prearranged ground transportation service for an individual passenger, or a group of passengers, that is arranged in advance or is operated on a regular route or between specified points and includes ground transportation under a contract or agreement for services that includes a fixed rate or time and is provided in a motor vehicle with a seating capacity not exceeding fifteen passengers including the driver.",Bill Resource
"
37.
42. ""Livery vehicle"" means a motor vehicle that:",Bill Resource
(a) Has a seating capacity not exceeding fifteen passengers including the driver.,Bill Resource
(b) Provides passenger services for a fare determined by a flat rate or flat hourly rate between geographic zones or within a geographic area.,Bill Resource
(c) Is available for hire on an exclusive or shared ride basis.,Bill Resource
(d) May do any of the following:,Bill Resource
(i) Operate on a regular route or between specified places.,Bill Resource
(ii) Offer prearranged ground transportation service as defined in section 28-141.,Bill Resource
"(iii) Offer on demand ground transportation service pursuant to a contract with a public airport, licensed business entity or organization.",Bill Resource
"
38.
43. ""Local authority"" means any county, municipal or other local board or body exercising jurisdiction over highways under the constitution and laws of this state.",Bill Resource
"
39.
44. ""Manufacturer"" means a person engaged in the business of manufacturing motor vehicles, trailers or semitrailers.",Bill Resource
"
45. ""MINIMAL RISK CONDITION"":
",Bill Resource
"
(A) MEANS A CONDITION TO WHICH A HUMAN DRIVER OR AN AUTOMATED DRIVING SYSTEM MAY BRING A VEHICLE IN ORDER TO REDUCE THE RISK OF A CRASH WHEN A GIVEN TRIP CANNOT OR SHOULD NOT BE COMPLETED.
",Bill Resource
"
(B) INCLUDES BRINGING THE VEHICLE TO A COMPLETE STOP.
",Bill Resource
"
40.
46. ""Moped"" means a bicycle, not including an electric bicycle, an electric miniature scooter or an electric standup scooter, that is equipped with a helper motor if the vehicle has a maximum piston displacement of fifty cubic centimeters or less, a brake horsepower of one and one-half or less and a maximum speed of twenty-five miles per hour or less on a flat surface with less than a one percent grade.",Bill Resource
"
41.
47. ""Motorcycle"" means a motor vehicle that has a seat or saddle for the use of the rider and that is designed to travel on not more than three wheels in contact with the ground but excludes a tractor, an electric bicycle, an electric miniature scooter, an electric standup scooter and a moped.",Bill Resource
